Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Ira,Miedo,Felicidad,Tristeza,Sorpresa,Disgusto
0.0,0.99872226,0.9999947,0.0,0.084417045,0.0,0.0,0.0,0.0,0.0007064433,0.0006031791,0.0046415683,0.8846102,0.0021329375,0.9283759
0.0,0.9989938,0.99999696,0.0,0.0,0.0,0.7831317,0.0,0.0023017526,0.30853966,0.40093955,0.0033855268,0.00016340704,0.0017480702,0.015246588
0.0,0.998336,0.9999976,0.0,0.0,0.0,0.0,0.72577834,0.0,0.0023023295,0.0020071226,0.91705346,0.05146869,0.0036793447,0.0034962527
0.0,0.9991053,0.99999917,0.0,0.0,0.0,0.0,0.0,0.0,0.0016795836,0.0013154999,0.36672914,0.32832852,0.0014346848,0.024026033
0.0,0.9996971,0.9999996,0.0,0.0,0.0,0.8742487,0.08421379,0.0,0.32136622,0.35398012,0.005096505,0.00027650988,0.006486349,0.47848934
0.0,0.9985275,0.999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0005209317,0.00044490295,0.7103062,0.4752804,0.011118521,0.012958464
0.0,0.9995028,0.9999999,0.0,0.0,0.0,0.10803369,0.7623423,0.0,0.004908635,0.004557483,0.2981335,0.007261441,0.016501714,0.16832873
0.0,0.9994627,0.99999976,0.0,0.0,0.0,0.20209312,0.5608714,0.0,0.016447822,0.016568048,0.08912165,0.0022917946,0.01108704,0.28943747
0.0,0.99845207,0.9999998,0.043961063,0.17449418,0.0,0.0,0.18036105,0.0,0.0023451007,0.0013783737,0.014843276,0.36972785,0.0072486163,0.19198838
0.0,0.99656135,0.999946,0.0,0.426071,0.0,0.0,0.0,0.0,0.010112429,0.012997475,0.004290057,0.005194957,0.00019656237,0.30379322
0.0,0.9983096,0.99999815,0.0,0.0,0.0,0.9191714,0.0,0.0,0.07574582,0.07635512,0.0027126174,0.0011871177,0.09583861,0.75263244
0.0,0.99920076,0.99999714,0.0,0.0,0.0,0.0,0.0,0.0,0.00023977188,0.00016244572,0.02918754,0.96892166,0.0018810433,0.87788296
0.0,0.9991696,0.9999995,0.0,0.0,0.0,0.0,0.0,0.0,0.011042679,0.01160779,0.029983353,0.0026598966,0.014727611,0.026063904
0.0,0.99933094,0.999999,0.0,0.0,0.0,0.7426101,0.0,0.0,0.011288654,0.01082725,0.010475995,0.024198353,0.010745974,0.3260395
0.0,0.99842453,0.9999984,0.0005820524,0.0,0.0,0.0,0.15312554,0.0,0.0018113685,0.0015666658,0.66127896,0.25136983,0.0022055127,0.012435767
0.0,0.99824625,0.99999833,0.0,0.0,0.0,0.0,0.66518366,0.0,0.0006265491,0.0004922082,0.9316355,0.12774345,0.028679209,0.0026088755
0.0,0.9987998,0.9999994,0.0,0.0,0.0,0.0,0.0,0.85243523,0.01046477,0.009030122,0.002604296,0.0014881464,0.3983461,0.20717426
0.0,0.99817246,0.99999565,0.0,0.0,0.0,0.30744952,0.0,0.5516741,0.044058356,0.046471097,0.0014490313,0.00071491516,0.010715578,0.037946377
0.0,0.9934889,0.99999946,0.0,0.23893373,0.0,0.0,0.006948072,0.06265494,0.002038244,0.0010634181,0.0013871117,0.02321245,0.042580627,0.14719748
0.0,0.9976583,0.9999998,0.0,0.38580245,0.0,0.0,0.0,0.17488801,0.0027381722,0.0016018617,0.00087970763,0.018716902,0.044410158,0.27804333
0.0,0.99524415,0.99999154,0.0,0.0,0.0,0.0,0.0,0.9397056,0.0035924744,0.0040908894,0.0001706315,0.018893767,0.016150493,0.40041724
0.0,0.99894345,0.99999934,0.0,0.0,0.0,0.0,0.0,0.031933606,0.017861726,0.018730123,0.02363815,0.0011342884,0.009314007,0.048855785
0.0,0.99968356,0.9999999,0.0,0.0,0.0,0.0,0.53109396,0.0,0.0070389654,0.0066135786,0.14050597,0.004399831,0.033496123,0.34728342
0.0,0.9971451,0.99994683,0.0,0.5006186,0.0,0.0,0.0,0.0,0.0035330565,0.003260721,0.00071713835,0.01566495,0.0017502626,0.6237847
0.0,0.9942131,0.9999979,0.0,0.41318184,0.0,0.0,0.0,0.5325763,0.014069797,0.010183034,0.00038360874,0.0014965499,0.17392056,0.17285664
0.0,0.9908734,0.9999224,0.0,0.0637861,0.0,0.0,0.0,0.93459374,0.005456197,0.0046764994,0.00019996504,0.004570251,0.036498897,0.543825
0.0,0.9980294,0.9999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0015235774,0.0012536012,0.4952927,0.3653331,0.0018186286,0.023349967
0.0,0.99873686,0.99999714,0.0,0.0,0.0,0.6130041,0.0,0.7174582,0.0865812,0.09634007,0.00084315555,0.00042461112,0.011831086,0.03302898
0.0,0.99963176,0.99999994,0.0,0.0,0.0,0.0,0.47193727,0.0,0.0033102757,0.0030335635,0.22359614,0.01716179,0.024750441,0.2037293
0.0,0.9992187,0.9999996,0.0,0.0,0.0,0.0,0.0,0.2425935,0.002479848,0.0021127276,0.26981738,0.15201823,0.003014703,0.010910594
0.0,0.99889475,0.99999523,0.0,0.0,0.0,0.9354283,0.0,0.37056494,0.47323215,0.5559278,0.0016368484,5.3884578e-05,0.006896884,0.012387412
0.0,0.99063385,0.99999696,0.0,0.34792742,0.0,0.0,0.0,0.0,0.002238052,0.001281228,0.0013102806,0.025421176,0.022282487,0.17458445
0.0,0.9993651,0.99999654,0.0,0.0,0.0,0.96688133,0.0,0.37717375,0.5073817,0.5821238,0.0023143939,6.5586864e-05,0.0071436753,0.014032796
0.0,0.99945444,0.9999973,0.0,0.0,0.0,0.98531806,0.0,0.34088895,0.42653993,0.5122857,0.0011346812,0.00013079948,0.014922435,0.022722363
0.0,0.99704665,0.99988073,0.0,0.62680125,0.0,0.0,0.0,0.0,0.012003126,0.016817218,0.004114229,0.001860279,0.0001727077,0.1524611
0.0,0.998939,0.99999905,0.0,0.0,0.0,0.9578666,0.0,0.0,0.047397476,0.04473609,0.00312477,0.0030622957,0.066429116,0.7082067
0.0,0.99778736,0.99999934,0.0,0.0,0.0,0.0,0.0,0.0,0.0009588795,0.00078836357,0.76524234,0.37228358,0.012160005,0.010881558
0.0,0.9983618,0.99999654,0.0,0.0,0.0,0.0,0.6906141,0.0,0.0004987393,0.00041427228,0.88828987,0.3019511,0.0019789492,0.009266284
0.0,0.9978918,0.9999999,0.0,0.20172474,0.0,0.0,0.0,0.17869951,0.0021200902,0.0010704176,0.0011529406,0.020778613,0.0834434,0.1838477
0.0,0.99695694,0.9999667,0.0,0.565622,0.0,0.0,0.0,0.0,0.0015604211,0.0015640387,0.0024436484,0.058721844,0.012366883,0.19198082
0.0,0.9987308,0.9999962,0.0,0.0,0.0,0.0,0.7096888,0.0,0.00047902297,0.00037179864,0.91442794,0.25890374,0.0040870546,0.0055802325
0.12697622,0.99778396,0.99999964,0.22631589,0.0,0.0,0.0,0.36031106,0.0,0.0021527747,0.0012586298,0.026880786,0.33699876,0.006870968,0.16018952
0.0,0.9993264,0.99999976,0.0,0.0,0.0,0.0,0.18498315,0.0060683396,0.0015313028,0.0014932276,0.85838544,0.08248862,0.02841682,0.004977967
0.0,0.9980357,0.99999934,0.0,0.0,0.0,0.0,0.5883055,0.0,0.0021399986,0.0019126658,0.8565501,0.10387087,0.0024605982,0.0054024425
0.0,0.99957544,0.99999994,0.0,0.0,0.0,0.0,0.9445024,0.0,0.0012170792,0.0011163412,0.97780025,0.019964248,0.03968288,0.0015417675
0.0,0.9983166,0.9999915,0.0,0.0,0.0,0.0,0.0,0.0,0.00022637674,0.00015429186,0.025097225,0.98098767,0.0020570045,0.9201956
0.0,0.9988981,0.99999964,0.0,0.0,0.0,0.0,0.0,0.8446337,0.010027591,0.008599325,0.0021164143,0.0020654534,0.24432541,0.24307255
0.0,0.99939936,0.9999993,0.0,0.0,0.0,0.57664,0.0,0.0,0.0055639776,0.005276416,0.108885005,0.061953213,0.006819361,0.025539752
0.0,0.9986976,0.99999905,0.0,0.0,0.0,0.0,0.0,0.91334736,0.009017194,0.007547009,0.004466359,0.0007415684,0.72146124,0.14658615
0.0,0.99784106,0.9999918,0.0,0.0,0.0,0.0,0.0,0.0,0.00021123461,0.00014452008,0.020270884,0.98245865,0.0018952236,0.9362499
0.0,0.99285376,0.99976134,0.0,0.5384511,0.0,0.0,0.0,0.83543646,0.007666176,0.006904037,0.00022269943,0.0029932102,0.035592258,0.6396037
0.0,0.997746,0.9999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0015354684,0.0011796689,0.39341286,0.350555,0.0015446895,0.024167117
0.0,0.9984459,0.99999905,0.0,0.0,0.0,0.0,0.98420465,0.0,0.0011572707,0.00070617907,0.8085937,0.12970819,0.25455472,0.022264756
0.0,0.9995844,0.99999934,0.0,0.0,0.0,0.9677812,0.0,0.0,0.024196764,0.023817722,0.005696109,0.010887539,0.018628767,0.5357721
0.0,0.99658304,0.9999635,0.0,0.106120765,0.0,0.0,0.0,0.0,0.00095473626,0.0007620368,0.004131813,0.72405916,0.0022235487,0.92656124
0.0,0.9980361,0.99996996,0.0,0.429969,0.0,0.0,0.0,0.0,0.0013076994,0.0013203091,0.00575335,0.04711677,0.01950027,0.075894035
0.0,0.99449044,0.9999987,0.0,0.2976213,0.0,0.0,0.0,0.2759804,0.015310235,0.010882487,0.00074164756,0.0010807218,0.099404834,0.07921794
0.0,0.99790865,0.9999995,0.0,0.0,0.00028115054,0.0,0.9588194,0.0,0.0016345428,0.0010092945,0.8506121,0.15227185,0.033978272,0.026125986
0.0,0.9986953,0.9999999,0.0,0.0,0.0,0.0,0.9801319,0.0,0.0015025623,0.00087531755,0.8298139,0.18700498,0.073421165,0.031185236
